id	city	lng	lat
cnl00000329	Coligni	5.3494	46.3831
cnl00000479	Helston	-5.2667	50.1
cnl00000549	Giebing	11.5067	48.3681
cnl00000620	Harborne	-1.9694	52.45
cnl00000641	Jalapa	-96.9331	19.5331
cnl00000668	Hingham	-70.8828	42.2331
cnl00000941	Menorca	4.0831	39.9667
cnl00001490	Umeå	20.2606	63.8331
cnl00001591	Yardley	-1.8167	52.4667
cnl00001594	Zizers	9.5667	46.9331
cnl00001727	Stolzenberg	15.6994	53.8831
cnl00001746	Jersey	-2.1331	49.2167
cnl00001807	Nellore	79.9831	14.4494
cnl00001890	Castel Sant' Angelo	12.4664	41.9031
cnl00002133	Tula	37.6167	54.2
cnl00002412	Celerina	9.8594	46.5117
cnl00002863	Brieg, Waadt	7.9867	46.3156
cnl00002884	Carrick-on-Suir	-7.4167	52.35
cnl00002990	Fersfield	1.0339	52.4031
cnl00002995	Fitero	-1.85	42.0492
cnl00003024	Harg	18.4031	60.1842
cnl00003040	Horažd'ovice	13.6994	49.3167
cnl00003065	Lacock Abbey	-2.1167	51.4142
cnl00003093	Lymington	-1.55	50.75
cnl00003110	Margate	1.3831	51.3831
cnl00003130	Milborne-Port	-2.4606	50.9664
cnl00003300	Skálholt	-20.5167	64.1328
cnl00003301	Slovita	24.5831	49.75
cnl00003325	Stourbridge	-2.1494	52.45
cnl00003696	Ain	5.3331	46.0831
cnl00005310	Winschoten	7.0331	53.1494
cnl00005320	Sappemeer	6.7994	53.1667
cnl00010000	Helsingør	12.5	56.0494
cnl00016228	Steingaden	10.8667	47.7
cnl00016274	Baexem	5.8831	51.2331
cnl00016278	Blitterswijk	6.1081	51.5306
cnl00016320	Muiden	5.0667	52.3331
cnl00016339	Sticht	7.5331	51.1667
cnl00016344	Uitgeest	4.7167	52.5331
cnl00016438	Csantavér	19.7667	45.9167
cnl00016474	Ecseg	19.6	47.8994
cnl00016482	Ercsi	18.9167	47.2331
cnl00016500	Gálszécs	21.6494	48.7
cnl00016504	Gyergyószárhegy	25.5167	46.7331
cnl00016515	Hajdúdorog	21.4981	47.8153
cnl00016524	Hódmezővásárhely	20.3	46.4167
cnl00016538	Ipolyság	18.9494	48.0667
cnl00016545	Jászfényszaru	19.7167	47.5667
cnl00016571	Kisjenő	21.5	46.5167
cnl00016583	Kisújszállás	20.7667	47.2167
cnl00016605	Lippa	21.6992	46.0831
cnl00016618	Magyarpécska	21.0667	46.1667
cnl00016625	Maroshévíz	25.3331	46.9167
cnl00000338	Hohenlandsberg	10.2978	49.5944
cnl00000409	Eleftheroupoli	24.25	40.9167
cnl00000929	Mazzarino	14.2106	37.3028
cnl00001143	Petersau	8.4144	49.5717
cnl00001677	Rutland	-0.65	52.6667
cnl00001976	Denderleeuw	4.0831	50.8831
cnl00002027	Fluelen	8.6167	46.8994
cnl00002266	Oletta	9.3494	42.6331
cnl00002847	Bemfica	-9.1994	38.75
cnl00003120	Medemblik	5.0331	52.6831
cnl00003149	Michelsberg	10.8767	49.8931
cnl00003231	Quesada	-0.7289	38.0653
cnl00003271	Saint Hélier	-2.1081	49.1903
cnl00003297	North Shields	-1.4492	55.0167
cnl00003318	Steenkerke	6.1331	51.0667
cnl00003339	Tamins	9.4	46.8331
cnl00003492	Kristiansand	8.0	58.1494
cnl00003509	Fontebuona	11.2906	43.8742
cnl00003511	Borgolavezzaro	8.6994	45.3167
cnl00003592	Villanueva de la Reina	-3.9167	38.0
cnl00003887	Emmishofen	9.1631	47.6492
cnl00003951	Gornji Milanovac	20.46	44.0242
cnl00004153	Milwood, NY	-73.7967	41.1917
cnl00004346	Sant'Arpino	14.25	40.95
cnl00004347	Sarmenstorf	8.2506	47.3103
cnl00004833	Petrovaradin	19.8831	45.25
cnl00005300	Graft	4.8492	52.5492
cnl00005308	Durgerdam	4.9831	52.3831
cnl00005315	Hoogkerk	6.5	53.2167
cnl00005365	Zoeterwoude	4.5	52.1167
cnl00006465	Koprzywnica	21.5831	50.5906
cnl00016239	Tramin	11.2331	46.3331
cnl00016421	Borosjenő	21.8331	46.4167
cnl00016450	Csorvás	20.8331	46.6331
cnl00016471	Dunaföldvár	18.9167	46.7994
cnl00016497	Füzesgyarmat	21.1994	47.1
cnl00016519	Halmi	23.0306	47.9806
cnl00016530	Homoródalmás	25.4494	46.2167
cnl00016569	Királyhida	16.7667	48.0167
cnl00016631	Mátyásföld	19.1956	47.5092
cnl00016634	Mezőcsát	20.8994	47.8167
cnl00016649	Mohács	18.6806	45.9956
cnl00016651	Mokrin	20.3994	45.9331
cnl00016658	Nadány	18.2831	48.5831
cnl00016670	Nagykároly	22.4667	47.6831
cnl00016679	Nagysomkút	23.4831	47.5
cnl00016696	Nyíregyháza	21.7167	47.95
cnl00016697	Nyírmada	22.1831	48.0667
cnl00016700	Nyustya	19.9494	48.5667
cnl00016705	Ompolygyepű	23.3331	46.1
cnl00016724	Pásztó	19.6994	47.9167
cnl00016735	Pestszentlőrinc	17.9831	46.0494
cnl00016745	Priszaka	22.1494	45.4831
cnl00016748	Püspökladány	21.1167	47.3167
cnl00016761	Rozsnyó	20.5331	48.6494
cnl00016768	Sarkad	21.3667	46.7331
cnl00016774	Sátoraljaújhely	21.6567	48.3931
cnl00016782	Siófok	18.05	46.8994
cnl00016787	Soroksár	19.1	47.3994
cnl00016814	Szentlőrinc	17.9856	46.0417
cnl00016824	Szilágysomlyó	22.8	47.2292
cnl00016825	Szinérváralja	23.2853	47.7478
cnl00016838	Tasnád	22.5831	47.4764
cnl00016841	Tejfalu	17.3167	48.0167
cnl00016849	Tiszakécske	20.1	46.9331
cnl00016864	Törökszentmiklós	20.4089	47.1781
cnl00016865	Torontálvásárhely	20.6	45.0694
cnl00016874	Túrkeve	20.7331	47.1
cnl00016878	Újpest	19.0831	47.5667
cnl00017003	Moere	2.95	51.1167
cnl00017217	Le Vigan	3.6	43.9831
cnl00000870	Llandovery	-3.7994	52.0
cnl00000974	Varallo	8.25	45.8167
cnl00001491	Uclés	-2.8667	39.9831
cnl00001694	Solms	8.4167	50.5331
cnl00002657	Saint-Etienne	4.3831	45.4331
cnl00002680	Steinau	16.4167	51.4167
cnl00002856	Bocking	0.55	51.8667
cnl00002889	Montecassino	13.8	41.4903
cnl00003008	Gingins	6.1831	46.4167
cnl00003020	Hafod	-3.8231	52.3431
cnl00003059	Kirkby in Ashfield	-1.25	53.1
cnl00003061	Kopitz	13.6167	50.5494
cnl00003109	Marchena	-5.4167	37.3331
cnl00003174	Nesvizh	26.6667	53.2167
cnl00003611	Sainte-Foy-la-Grande	0.2167	44.8331
cnl00003614	Bailleul	2.7331	50.7331
cnl00003908	Fontwell	-0.6478	50.8544
cnl00004556	Lindisfarne	-1.7956	55.6781
cnl00005120	Scarborough, New Yorkshire	-0.4	54.2831
cnl00005192	Cap-Haïtien	-72.2	19.7667
cnl00006520	Wieluń	18.5667	51.2167
cnl00016021	Buxheim	10.1331	48.0
cnl00016330	Rijnsburg	4.4331	52.1831
cnl00016425	Breznóbánya	19.6331	48.7994
cnl00016429	Büdszentmihály	21.3667	47.95
cnl00016451	Csurgó	17.0831	46.25
cnl00016460	Detta	21.2167	45.3831
cnl00016464	Dicsőszentmárton	24.2867	46.3292
cnl00016475	Edelény	20.7331	48.2831
cnl00016479	Encs	21.1167	48.3167
cnl00016493	Felsővisó	24.4167	47.7167
cnl00016531	Honctő	22.3331	46.2667
cnl00016541	Jánosháza	17.1331	47.1167
cnl00016555	Kaposvár	17.7831	46.35
cnl00016568	Királyhelmec	21.9667	48.4167
cnl00016582	Kistelek	19.9667	46.4667
cnl00016597	Kunhegyes	20.6167	47.3667
cnl00016621	Mándok	22.1994	48.3167
cnl00016624	Margitta	22.3331	47.3331
cnl00016628	Marosújvár	23.85	46.3831
cnl00016630	Mátészalka	22.3167	47.9431
cnl00020428	Blainville-sur-l'Eau	6.4069	48.5556
cnl00020730	Bessé-sur-Braye	0.7492	47.8339
cnl00021298	Čakovo	20.225	48.3403
cnl00024133	Bissone	8.9667	45.95
cnl00026150	Bicêtre	2.3581	48.81
cnl00027143	Solignac	1.2831	45.75
cnl00027191	Saint-Sever	-0.5667	43.75
cnl00027343	Saint-Maurice-sur-Aveyron	2.9331	47.85
cnl00027406	Saint-Thierry	3.9667	49.2994
cnl00027663	Saint-Gaudens	0.7167	43.1
cnl00028077	Teruel	-1.1	40.35
cnl00028977	Santorso	11.38	45.7292
cnl00029120	Schlichtingsheim	16.25	51.7167
cnl00029230	Strassburg	14.33	46.89
cnl00029604	Schleiden	6.4831	50.5331
cnl00030315	Weinsberg	9.2831	49.1497
cnl00031052	Bremke bei Göttingen	10.0428	51.4467
cnl00031127	Sierre	7.5339	46.2917
cnl00031153	Bagsværd	12.4578	55.7642
cnl00031591	Lockstedt bei Hamburg	9.8628	54.0
cnl00032662	Aalten	6.5831	51.9167
cnl00033649	Granadilla de Albona	-16.5831	28.1167
cnl00033797	La Gastine	0.3	48.4331
cnl00017522	Bacilly	-1.4331	48.7
cnl00017867	Klingenthal	7.4167	48.4667
cnl00017998	Montecatini Terme	10.7667	43.8831
cnl00018236	Frome	-2.3167	51.2167
cnl00018616	Allendorf	8.8167	50.6831
cnl00019150	Rawa Mazowiecka	20.25	51.7667
cnl00019335	Saint-Martin-la-Sauveté	3.9167	45.8331
cnl00019509	Santarém	-8.6828	39.2331
cnl00019724	Rollot	2.6494	49.5831
cnl00019925	Puebla de Montalban	-4.3589	39.8717
cnl00020079	Porto Ercole	11.1992	42.3992
cnl00020148	Fleetwood	-3.0167	53.9167
cnl00020182	La Genette	4.15	50.6492
cnl00020221	Lavinio	12.5867	41.4989
cnl00020293	La Ferté Milon	3.1167	49.1667
cnl00020421	Beignon	-2.1692	47.9717
cnl00020440	Bazoches-les-Gallerandes	2.0494	48.1667
cnl00020458	Poleymieux-au-Mont-d'Or	4.8006	45.8567
cnl00020549	Csabrendek	17.2831	47.0131
cnl00020550	Fót	19.1917	47.6092
cnl00020675	Monterchi	12.1117	43.4892
cnl00020700	Perinaldo	7.6742	43.8667
cnl00020792	Acquoy	5.1356	51.8789
cnl00020944	Agra	78.0167	27.1831
cnl00020968	Posušje	17.3331	43.4667
cnl00021117	Trimley St. Martin	1.3128	51.9906
cnl00021316	nan	4.4	45.6331
cnl00021742	Freberga	14.7167	58.3667
cnl00021891	Bayamo	-76.6328	20.3831
cnl00022303	Villefranche-de-Lonchat	0.05	44.95
cnl00022476	Iseo	10.0531	45.6581
cnl00022577	Grazalema	-5.3667	36.7667
cnl00022916	Beni Isguen	3.7	32.4831
cnl00023245	Ambenay	0.7331	48.8331
cnl00023468	Ransäter	13.4331	59.7667
cnl00023678	Martin Hussingtree	-2.1731	52.2392
cnl00024427	Aldfield	-1.5978	54.1194
cnl00024947	Zelo Bon Persico	9.4167	45.3994
cnl00024966	Charonne	2.3844	48.8547
cnl00025010	Courtisols	4.5331	48.9831
cnl00025039	Glageon	4.0831	50.0494
cnl00025541	Moeuvres	3.0667	50.1667
cnl00025618	Les Alleuds	-0.4	47.3167
cnl00025855	Akşehir	31.4164	38.3575
cnl00025911	Hamilton	-79.8667	43.25
cnl00026049	Lydbury North	-2.9556	52.4717
cnl00026111	Suvero 	9.9167	44.0831
cnl00026224	Buckhaven	-3.0303	56.1775
cnl00026478	Valdemoro	-3.6831	40.2
cnl00026558	Monte de Fralães	-8.5667	41.45
cnl00026574	Airdrie	-3.9667	55.8667
cnl00026583	Auchinleck	-4.2992	55.4667
cnl00026592	Bellshill	-4.0167	55.8167
cnl00026601	Buckie	-2.9667	57.6831
cnl00026604	Campbeltown	-5.5994	55.4167
cnl00026611	Coldstream	-2.25	55.6494
cnl00026619	Dalbeattie	-3.8167	54.9331
cnl00026621	Dalry	-4.7167	55.7
cnl00026625	Dufftown	-3.1331	57.45
cnl00026635	Earlston	-2.6831	55.6331
cnl00026638	Fintray	-2.2656	57.2378
cnl00026640	Forres	-3.6167	57.6167
cnl00026649	Grangemouth	-3.7167	56.0167
cnl00026658	Innerleithen	-3.0667	55.6167
cnl00026659	Inverary	-5.0667	56.2331
cnl00026660	Invergordon	-4.1667	57.6831
cnl00026661	Inverkip	-4.8667	55.8992
cnl00026664	Iona	-6.4	56.3294
cnl00026675	Kilmartin	-5.4831	56.1331
cnl00026682	Kintore	-2.35	57.2331
cnl00026692	Largs	-4.8667	55.7994
cnl00026696	Leuchars	-2.8831	56.3814
cnl00026704	Lochwinnoch	-4.6331	55.7994
cnl00026705	Lockerbie	-3.35	55.1167
cnl00026709	Monifieth	-2.8194	56.4806
cnl00026720	Orbiston	-4.0256	55.8164
cnl00026728	Pittenweem	-2.7289	56.2139
cnl00026730	Port Glasgow	-4.7	55.9331
cnl00026739	Rutherglen	-4.2139	55.8281
cnl00026740	Saltcoats	-4.7831	55.6331
cnl00026744	Sleat	-5.9331	57.1167
cnl00026749	Stonehaven	-2.2106	56.9639
cnl00026754	Tayport	-2.8667	56.4467
cnl00026764	Whithorn	-4.4167	54.7331
cnl00027442	Basse-Terre	-61.7331	16.0
cnl00027680	Gimont	0.8794	43.63
cnl00027794	Vall'Alta	9.8292	45.7628
cnl00027822	Charlestown	-71.0667	42.3831
cnl00027832	Arnac-Pompadour	1.3831	45.3994
cnl00028117	Martorell	1.9331	41.4831
cnl00028991	Villagarcía de Campos	-5.2	41.7831
cnl00029020	Santa Margarida i els Monjos, Catalunya	1.6642	41.3231
cnl00029060	Crathie	-3.2	57.0331
cnl00029061	Locarno	8.7981	46.1681
cnl00029210	Villefranche-sur-Mer	7.3094	43.7
cnl00029324	Berkeley	-2.4589	51.6906
cnl00029586	Glowno	19.7167	51.9667
cnl00030049	Davos-Platz	9.8206	46.7917
cnl00030138	Diessbach	7.3622	47.1094
cnl00030534	Geneva	-80.95	41.7994
cnl00030755	Mittelnkirchen	9.6117	53.5481
cnl00030782	Chodau	12.75	50.2331
cnl00031462	Burg auf Fehmarn	11.1831	54.4331
cnl00031795	Český Újezd	13.9642	50.6781
cnl00031856	Padingbüttel	8.5256	53.6989
cnl00032063	Higham	0.4631	51.4144
cnl00032376	Oberpahlen	25.8831	58.6492
cnl00032416	Kirchberg an der Jagst	9.9831	49.2
cnl00032589	Oberglatt	8.5194	47.4778
cnl00032889	Geneva	-88.31	41.89
cnl00032942	Komňa	17.8117	48.9892
cnl00032946	Proszowice	20.3	50.2
cnl00032947	Broxbourne	-0.0167	51.75
cnl00033339	Pirminsberg	9.5017	46.9906
cnl00033411	Eulau	15.5	51.5631
cnl00033508	Suzanne	2.7667	49.95
cnl00033515	Britsum	5.7831	53.25
cnl00033593	Jaen	-3.7831	37.7667
cnl00033620	Tàrrega	1.1392	41.6467
cnl00033624	Sant Andreu de Palomar	2.1917	41.4356
cnl00033634	Capellades	1.6831	41.5331
cnl00033644	Santa Coloma de Farners	2.6667	41.8667
cnl00033648	Camprodon	2.3667	42.3167
cnl00033650	Lluarca	-6.5331	43.5492
cnl00033669	Vilanova d'Alcolea	0.0717	40.2306
cnl00033670	Mont-roig del Camp	0.9667	41.0831
cnl00033679	Añover de Tajo	-3.7617	39.9878
cnl00033697	Espinelves	2.4181	41.8706
cnl00033700	Roda de Ter	2.3106	41.9839
cnl00033735	Windisch	8.2181	47.4789
cnl00033769	Sardent	1.8564	46.0514
cnl00033771	Tartas	-0.8081	43.8325
cnl00033775	Barum	10.4056	53.3517
cnl00033778	Briesen	14.2442	51.8153
cnl00033808	Sunningwell	-1.2828	51.7006
cnl00033810	Naftel	-1.1328	48.6106
cnl00033831	Gerri de la Sal	1.0667	42.3242
cnl00033834	Marcilhac-sur-Célé	1.7667	44.5492
cnl00033839	Alcora	-0.2	40.0667
cnl00033841	Aiguamúrcia	1.35	41.3167
cnl00033849	Langonnet	-3.5	48.1
cnl00033858	Newport	-2.3783	52.7689
cnl00000574	Skjern	8.5	55.95
cnl00000675	Putney	-0.2206	51.4642
cnl00000678	Kirn	-4.9167	55.9617
cnl00000805	Lampsaque	26.6831	40.3439
cnl00001566	Workum	5.445	52.9767
cnl00001794	Montmartre	2.3331	48.8831
cnl00002042	Galata	28.9667	41.0167
cnl00002543	Le Paraclet	3.5703	48.4678
cnl00002898	Cória	-6.5331	39.9831
cnl00003058	Kirkbride	-3.2028	54.8967
cnl00003183	Neufchâtel-en-Bray	1.4331	49.7331
cnl00003225	Poughill	-4.5256	50.8406
cnl00003234	Ramsey	-4.3842	54.3206
cnl00003310	Soure, Portugal	-8.6331	40.0667
cnl00003334	Swaffham	0.6831	52.6494
cnl00003397	Vandières	6.0331	48.95
cnl00003579	Talmont-Saint-Hilaire	-1.6167	46.4667
cnl00003635	Sarzyna	22.35	50.35
cnl00003655	Godthåb	-51.7192	64.18
cnl00003938	Giubiasco	9.0167	46.1667
cnl00004332	Saint-Jean-de-Boeuf	4.75	47.2167
cnl00005269	Solymár	18.9339	47.5914
cnl00005287	Oudenbosch	4.5239	51.5892
cnl00005301	Maassluis	4.2331	51.9331
cnl00005325	Weldam	6.5828	52.2167
cnl00006087	Deutsch-Schützen (Sicz)	16.4331	47.1667
cnl00016311	Hulsbergen	5.8494	50.8831
cnl00016431	Cegléd	19.7831	47.1667
cnl00016483	Érmihályfalva	22.1167	47.5167
cnl00016518	Hajdúszoboszló	21.3994	47.45
cnl00016535	Igló	20.5628	48.9442
cnl00016609	Lőrinci	19.6667	47.7331
cnl00016654	Mór	18.1994	47.3667
cnl00016669	Nagykapos	22.0667	48.5494
cnl00016671	Nagykáta	19.7331	47.4167
cnl00016674	Nagylak	20.7167	46.1667
cnl00016701	Óbecse	20.035	45.6181
cnl00016708	Orosháza	20.6667	46.5667
cnl00016728	Pelsőc	20.3994	48.5494
cnl00016730	Peredmér	18.5317	49.1981
cnl00016734	Pestszentimre	19.1831	47.3994
cnl00016754	Rákospalota	19.1167	47.5494
cnl00016778	Šintava	17.7692	48.28
cnl00016793	Szalárd	22.0667	47.2167
cnl00016796	Szászrégen	24.71	46.7767
cnl00016831	Szörcse	26.0667	45.8831
cnl00016834	Tahitótfalu	19.0667	47.75
cnl00016860	Torna	20.8781	48.6006
cnl00016870	Trencsénteplic	18.1681	48.9092
cnl00016900	Vizsoly	21.2164	48.3844
cnl00016909	Zombor	19.4331	48.1342
cnl00016911	Zsámbokrét	18.9306	49.0244
cnl00017322	Strongoli	17.0667	39.2667
cnl00033848	Želiv	15.2167	49.5331
cnl00019431	Lochau	9.75	47.5331
cnl00024691	Montepaone	16.5	38.7167
cnl00025239	Mézieres-en-Drouais	1.4331	48.7167
cnl00025324	Amatrice	13.2881	42.6292
cnl00026001	Norcia	13.0939	42.7931
cnl00027399	Busseto	10.0431	44.9792
cnl00029228	Ippendorf	7.0833	50.0756
cnl00029387	Ludwigshafen	9.0331	47.8167
cnl00029465	Leusden	5.4275	52.1314
cnl00029544	Kailua	-157.6981	21.3331
cnl00029687	List auf Sylt	8.4319	55.0183
cnl00029704	Lhasa	91.1314	29.6531
cnl00029761	Leipzig-Gohlis	12.3667	51.3608
cnl00029771	La Jolla	-117.2767	32.84
cnl00029792	Mühlstadt	12.2592	51.9256
cnl00030030	Mörz bei Belzig	12.6883	52.1208
cnl00030208	Etzean	8.9672	49.5881
cnl00030269	Madiswil	7.7997	47.1667
cnl00030354	Kampen auf Sylt	8.3419	54.9553
cnl00030461	Groß-Lengden bei Göttingen	10.0331	51.4667
cnl00030478	Menz bei Königsborn	11.8256	52.0731
cnl00030497	Köln-Nippes	6.9581	50.9642
cnl00030510	Embsen bei Lüneburg	10.3497	53.1831
cnl00030550	Gronau bei Elze	9.7831	52.0831
cnl00030625	Mauersberg	13.0903	50.6089
cnl00030720	Langenreichenbach	12.9033	51.4867
cnl00030855	Groß Grabe	14.0167	51.35
cnl00030964	Kastl bei Amberg	11.6817	49.3667
cnl00031123	Möttingen	10.5831	48.8167
cnl00031373	Jaslo	21.4667	49.75
cnl00031494	Mittelzell	9.0631	47.6931
cnl00031588	Graal-Müritz	12.25	54.25
cnl00031742	nan	12.0942	49.2025
cnl00031784	Kladow	13.1428	52.4531
cnl00031827	Kew Gardens	-0.2928	51.2231
cnl00031977	Gozon-Jura	-5.7997	43.6167
cnl00031989	Hsinchu	120.9831	24.8167
cnl00032099	Mitwitz bei Kronach	11.2094	50.2481
cnl00032181	Großborstel b. Hamburg	9.9822	53.6133
cnl00032346	Märwil	9.0167	47.5167
cnl00032432	Heckholzhausen	8.1578	50.4844
cnl00032453	Hütten bei Königstein	14.0714	50.9167
cnl00032572	Kettwig	6.94	51.3681
cnl00032642	Harpenden	-0.3519	51.8167
cnl00032722	Dienethal	7.7831	50.2994
cnl00032753	Klecken	9.9392	53.3667
cnl00023021	Blanchefosse	4.2367	49.7781
cnl00024090	Bihar	85.2167	25.6167
cnl00024436	Binfield	-0.7917	51.4317
cnl00027327	Sarajevo	18.4308	43.8594
cnl00027422	Sudbury, Suffolk	0.7331	52.0331
cnl00027526	Saint-Valery-sur-Somme	1.6331	50.1831
cnl00027826	Rocchetta a Volturno, Italie	14.0892	41.6267
cnl00028090	Saint-Étienne	4.3831	45.4331
cnl00028988	Bale, Croàcia	13.7869	45.0456
cnl00030031	Le Temple	0.9331	47.9331
cnl00030931	Rotenburg	9.4	53.1
cnl00031202	Schönberg	8.5164	50.1831
cnl00033559	Avinyò	1.9667	41.8667
cnl00033809	Rheinzabern	8.2831	48.1167
cnl00033838	Frumuşeni	21.4667	46.1
cnl00000178	Bombay	72.8256	18.9642
cnl00000609	Hallowell	-69.7978	44.2867
cnl00000982	Katwijk	4.4167	52.2
cnl00002195	Wigton	-3.1589	54.8228
cnl00003114	Marschlins	9.5844	46.9542
cnl00003159	Moulsey	-0.35	51.3992
cnl00003321	Stockport, Greater Manchester	-2.1492	53.4081
cnl00003438	Winter-Harbour	-68.1328	44.35
cnl00004216	Norwood, Pa.	-75.2967	39.8881
cnl00005054	Oldelamer	5.9331	52.8667
cnl00005304	Overschie	4.4331	51.9331
cnl00005375	Goor	6.5831	52.2331
cnl00006225	Mülheim	7.0042	50.9617
cnl00006471	Opatów	21.4167	50.7994
cnl00015992	Asbach	11.9667	48.7667
cnl00016335	Selwerd	6.5331	53.2331
cnl00016418	Bolyok	20.25	48.2167
cnl00016420	Borgóprund	24.7331	47.2167
cnl00016465	Diósgyőr	20.6994	48.1
cnl00016592	Korpona	19.0667	48.35
cnl00016614	Magyarfalu	27.1831	46.3331
cnl00016638	Mezőtúr	20.6167	47.0
cnl00016659	Nádasfő	17.1656	48.4581
cnl00016715	Pádé	20.1494	45.8167
cnl00016718	Pancsova	20.6494	44.8667
cnl00016739	Polgár	21.1167	47.8667
cnl00016741	Poroszló	20.6494	47.6331
cnl00016765	Sajószentpéter	20.7167	48.2167
cnl00016770	Sárvár	16.9331	47.25
cnl00016819	Szered	17.7375	48.2864
cnl00016887	Vályabrád	22.8281	46.1506
cnl00017553	Harold's Cross	-6.2942	53.3264
cnl00018522	Morteau	6.6167	47.0667
cnl00018573	Hyères	6.1167	43.1167
cnl00018681	La Fère	3.3667	49.6667
cnl00018872	Lesparre-Médoc	-0.9331	45.2994
cnl00019251	Hvar	16.7331	43.1331
cnl00019549	Sauve	3.95	43.9331
cnl00019568	Neuberg	8.9831	50.2
cnl00019587	Santa Marta	-74.2	11.2331
cnl00019648	Lailly	3.5331	48.25
cnl00019714	Sales	5.9606	45.8756
cnl00019821	Wrington	-2.7606	51.3617
cnl00019828	Ruthven	-4.0442	57.0678
cnl00019969	Fossanova	13.1967	41.4381
cnl00020149	Lismore	-7.9306	52.1367
cnl00020258	Darwen	-2.45	53.7
cnl00020429	Rota d'Imagna	9.5167	45.8331
cnl00020544	Hautvillers	3.95	49.0831
cnl00021099	Ouanaminthe	-71.7331	19.55
cnl00021676	Goyencourt	2.7667	49.7167
cnl00021723	Albano Laziale	12.6667	41.7331
cnl00021727	Gauro	14.1053	40.8481
cnl00022395	Almería	-2.4331	36.8331
cnl00023005	Addlestone	-0.4831	51.3667
cnl00023010	La Pommeraye	-0.8667	47.35
cnl00024303	Adelfia	16.8667	41.0
cnl00024912	Saint Peter Port	-2.5381	49.4544
cnl00025245	Ostra Vetere	13.0667	43.6
cnl00025282	Alcalá de la Jovada	-0.2525	38.7942
cnl00025325	Varambon	5.3142	46.0419
cnl00026108	Jaunpur	82.6667	25.7331
cnl00026134	Chasna	-16.6331	28.1492
cnl00026383	Villaines sous Lucé	0.4831	47.8667
cnl00026450	Clerkenwell	-0.1031	51.5256
cnl00026578	Annan	-3.25	54.9831
cnl00026582	Ardrossan	-4.7994	55.6494
cnl00026597	Bridge of Allan	-3.95	56.1494
cnl00026605	Carluke	-3.8331	55.7331
cnl00026608	Castle Douglas	-3.9331	54.95
cnl00026615	Cumbrae	-4.9175	55.7689
cnl00026618	Dairsie	-2.95	56.35
cnl00026624	Dreghorn	-4.6167	55.6067
cnl00026634	Dunse	-2.35	55.7831
cnl00026639	Forfar	-2.8831	56.6494
cnl00026644	Girvan	-4.8494	55.2331
cnl00026645	Glamis Castle	-3.0017	56.6203
cnl00026648	Govan	-4.3167	55.8667
cnl00026650	Grantown-on-Spey	-3.6167	57.3331
cnl00026655	Helensburgh	-4.7331	56.0
cnl00026668	Johnstone	-4.5	55.8331
cnl00026669	Keith	-2.95	57.5494
cnl00026671	Kennoway	-3.0494	56.2
cnl00026674	Kilmarnock	-4.5	55.6167
cnl00026679	Kinfauns	-0.3681	51.3592
cnl00026686	Kirkintilloch	-4.15	55.9331
cnl00026701	Lochgelly	-3.3106	56.1281
cnl00026724	Peebles	-3.18	55.6494
cnl00026750	Stow	-2.8617	55.6917
cnl00026751	Stranraer	-5.0331	54.8992
cnl00026758	Tranent	-2.95	55.95
cnl00026760	Turriff	-2.4606	57.5389
cnl00026851	Vilanova i la Geltrú	1.725	41.225
cnl00026908	Heiligenkreuz	16.1292	48.0564
cnl00027076	Lonlay-l'Abbaye	-0.7167	48.6494
cnl00027216	Montignac	1.1667	45.0667
cnl00027490	Sixt-Fer-à-Cheval	6.7694	46.0494
cnl00027576	Crest	3.1331	45.6831
cnl00027976	La Châtre	1.9831	46.5831
cnl00027995	Montreuil	1.7667	50.4667
cnl00028122	Mataró	2.4331	41.5331
cnl00029055	Cuba	-7.8906	38.1644
cnl00029209	Farmington	-71.0653	43.3892
cnl00029259	Fairfax, Va.	-77.3042	38.8519
cnl00029787	Aligarh	78.0753	27.8908
cnl00029848	Arlington	-73.1639	43.0742
cnl00029878	Memphis	31.25	29.85
cnl00029929	Kingston, Jamaica	-76.7994	18.0167
cnl00029955	Kluczbork	18.2167	50.9667
cnl00030020	Feldis/Veulden	9.4328	46.7942
cnl00030083	College Park	-76.9331	39.0
cnl00030092	Brugg, Aargau	8.1994	47.4831
cnl00030169	Kirchberg	9.0331	47.3992
cnl00030179	Claremont	-0.3681	51.3592
cnl00030971	Buchholz	9.0106	52.4531
cnl00031366	Endenich	7.0722	50.725
cnl00032306	Czortkòw	25.8	49.0167
cnl00032873	Mora	14.55	61.0
cnl00032956	Chavanod	6.0494	45.8831
cnl00033509	Ploaré	-4.3206	48.085
cnl00033511	Cocumont	0.0331	44.45
cnl00033514	Villafranca del Bierzo	-6.8075	42.6075
cnl00033545	Deddington	-1.32	51.9889
cnl00033561	Almeria	-2.4331	36.8331
cnl00033587	Donostia- San Sebastián	-1.9831	43.3167
cnl00033625	Benabarre	0.4831	42.1
cnl00033628	Santa Cruz de la Palma	-17.7667	28.6831
cnl00033630	Manlleu	2.2831	42.0
cnl00033631	Villar de los Navarros	-1.0331	41.1492
cnl00033638	Sant Cugat del Vallès	2.0831	41.4667
cnl00033641	Montagut i Oix	2.6	42.2331
cnl00033651	Balsareny	1.8831	41.8667
cnl00033655	L'Arboç	1.6042	41.2689
cnl00033675	Calonge	3.0831	41.8667
